,PROVINCE,LEGAL_STAT,HGU,AREA_HGU,SOURCES,PELEPASAN,AREA_LEPAS,IJIN_LOKAS,AREA_ILOK,AREA_IUP,HECTARES,PERIMETER,AREA,PO_COM,IUP,commodity,PO_GROUP,DISTRICT,LIC_PROCES
5518,Central Sulawesi,HGU,82/HGU/BPN-RI/2011 date 12/16/2011,2752.75,BPN online map 2019,,0,,0,0,274.8843822,7953.734336,2746972.051,PT Wira Mas Permai,,Palm oil,,Banggai,
5519,Central Sulawesi,HGU,82/HGU/BPN-RI/2011 date 12/16/2011,3294.711,BPN online map 2019,,0,,0,0,3290.057595,40115.45362,32878172.94,PT Wira Mas Permai,,Palm oil,,Banggai,
5520,Central Sulawesi,HGU,82/HGU/BPN-RI/2011 date 12/16/2011,189.972,BPN online map 2019,,0,,0,0,189.7004573,6403.594939,1895712.844,PT Wira Mas Permai,,Palm oil,,Banggai,
5521,Central Sulawesi,HGU,82/HGU/BPN-RI/2011 date 12/16/2011,148.006,BPN online map 2019,,0,,0,0,147.7868549,5027.211126,1476862.223,PT Wira Mas Permai,,Palm oil,,Banggai,
5522,Central Sulawesi,HGU,82/HGU/BPN-RI/2011 date 12/16/2011,53.212,BPN online map 2019,,0,,0,0,53.13256173,3599.249442,530963.8214,PT Wira Mas Permai,,Palm oil,,Banggai,
5523,Central Sulawesi,HGU,no data,0,BPN online map 2019,,0,,0,0,117.3031998,5140.869845,1172233.244,PT Kurnia Luwuk Sejati,,Palm oil,,Banggai,
5524,Central Sulawesi,no data,,0,MoEF online map 2017,391/KPTS-II/92 date 04/22/1992,3444,,0,0,1891.093104,30245.54906,18898054.01,PT Kawisan Central Asia,,Palm oil,,Banggai,
5525,Central Sulawesi,no data,,0,MoEF online map 2017,391/KPTS-II/92 date 04/22/1992,0,,0,0,1151.957616,20391.77654,11511732.13,PT Kawisan Central Asia,,Palm oil,,Banggai,
5526,Central Sulawesi,HGU,13/HGU/BGI-13/1993 date 01/12/1993,14.4912,BPN online map 2019,,0,,0,0,14.47805485,2054.165329,144681.963,Mustapa Wahid,,no data,,Banggai,
5527,Central Sulawesi,HGU,02/HGU-PR/BPN-BGI/97-98 date 04/07/1997,20,BPN online map 2019,,0,,0,0,19.98182151,2736.805846,199682.1527,Mirwan Mallo,,no data,,Banggai,
5528,Central Sulawesi,HGU,02/HGU/BPN-BGI/94 date 11/20/1994,84.4,BPN online map 2019,,0,,0,0,84.33285901,5283.918042,842754.3418,PT Cocos Nucifera,,no data,,Banggai,
5529,Central Sulawesi,HGU,03/HGU/BPN-BGI/94 date 09/20/1994,15.6,BPN online map 2019,,0,,0,0,15.58766384,4268.062271,155770.4972,PT Cocos Nucifera,,no data,,Banggai,
5530,Central Sulawesi,HGU,05/HGU-PR/BPN-BGI/97-98 date 04/07/1997,11,BPN online map 2019,,0,,0,0,10.99001427,1455.052834,109825.3084,Hamid Yusuf,,no data,,Banggai,
5531,Central Sulawesi,HGU,123/HGU/BPN/1997 date 10/02/1997,4090,BPN online map 2019,112/KPTS-II/93 date 02/25/1993,4080,,0,0,4068.12728,37728.73693,40653571.68,PT Delta Subur Permai,,Palm oil,Kencana Agri,Banggai,
5532,Central Sulawesi,HGU,01/HGU/BGI-01/1993 date 01/12/1993,12.8249,BPN online map 2019,,0,,0,0,12.81418565,1649.706773,128054.6008,Rusli Lasaka,,no data,,Banggai,
5533,Central Sulawesi,HGU,01/HGU-BH/BPN-BGI/97-98 date 04/07/1997,110,BPN online map 2019,,0,,0,0,109.8987297,6550.877978,1098238.963,PT Anugerah Saritama Abadi,,no data,,Banggai,
5534,Central Sulawesi,HGU,08/HGU/BGI-08/1993 date 01/12/1993,10.1397,BPN online map 2019,,0,,0,0,10.13055551,1439.399206,101236.573,Tune Arsad,,no data,,Banggai,
5535,Central Sulawesi,HGU,04/HGU/BGI-04/1993 date 01/12/1993,13.0969,BPN online map 2019,,0,,0,0,13.08507154,2049.416594,130761.6152,Arif Patari,,no data,,Banggai,
5536,Central Sulawesi,HGU,04/HGU-BH/BPN-BGI/97-98 date 12/20/1997,111.4234,BPN online map 2019,,0,,0,0,96.32528815,5413.487418,962596.9731,Nefo NG,,no data,,Banggai,
5537,Central Sulawesi,HGU,,0,BPN online map 2019,,0,,0,0,193.7244793,9260.07795,1935925.664,PT Kurnia Luwuk Sejati,,Palm oil,,Banggai,
5538,Central Sulawesi,HGU,03/HGU-BH/BPN-BGI/97-98 date 12/20/1997,145.821,BPN online map 2019,,0,,0,0,163.8711525,7294.275536,1637595.676,PT Arona Teluk Tomini,,no data,,Banggai,
5539,Central Sulawesi,HGU,12/HGU/BGI-12/1993 date 01/12/1993,18.7302,BPN online map 2019,,0,,0,0,18.71692833,1933.337332,187041.834,Tahili Nusi,,no data,,Banggai,
5540,Central Sulawesi,HGU,06/HGU/BGI-06/1993 date 01/12/1993,12.1338,BPN online map 2019,,0,,0,0,12.12274491,1601.275292,121144.9017,Nap Lapalu,,no data,,Banggai,
5541,Central Sulawesi,HGU,05/HGU/BGI-05/1993 date 01/12/1993,10.8098,BPN online map 2019,,0,,0,0,10.80065365,3042.640647,107932.9916,Purnomo Maurangi,,no data,,Banggai,
5542,Central Sulawesi,HGU,20/HGU/BGI-20/1993 date 04/12/1993,9.217,BPN online map 2019,,0,,0,0,9.209199232,2261.81302,92029.28406,Husen Yunus,,no data,,Banggai,
5543,Central Sulawesi,HGU,18/HGU/BPN/BGI-18/1993 date 01/12/1993,12.63,BPN online map 2019,,0,,0,0,12.62063189,1469.447844,126120.3812,Teo Najoan,,no data,,Banggai,
5544,Central Sulawesi,HGU,07/HGU/BGI-07/1993 date 01/12/1993,16.7551,BPN online map 2019,,0,,0,0,16.73914225,2265.878946,167277.4405,Ena Udati,,no data,,Banggai,
5545,Central Sulawesi,HGU,03/HGU-PR/BPN-BGI/97-98 date 04/07/1997,20,BPN online map 2019,,0,,0,0,19.98050723,2614.009802,199669.0189,Muchtar Mala,,no data,,Banggai,
5546,Central Sulawesi,HGU,04/HGU-PR/BPN-BGI/97-98 date 04/07/1997,23,BPN online map 2019,,0,,0,0,22.97908322,2160.173747,229634.3605,Tahili Nusi,,no data,,Banggai,
5547,Central Sulawesi,HGU,02/HGU/BGI-02/1993 date 01/12/1993,109.187,BPN online map 2019,,0,,0,0,10.90953189,2507.890963,109021.0326,Tar Malia,,no data,,Banggai,
5548,Central Sulawesi,HGU,10/HGU/BGI-10/1993 date 01/12/1993,7.563,BPN online map 2019,,0,,0,0,7.556598123,2293.364399,75514.52604,Nasrun Porogi,,no data,,Banggai,
5549,Central Sulawesi,HGU,19/HGU/BGI-19/1993 date 01/12/1993,13.3897,BPN online map 2019,,0,,0,0,13.37803094,1524.050726,133689.2142,Fintje Nayoan,,no data,,Banggai,
5550,Central Sulawesi,HGU,11/HGU/BGI-11/1993 date 01/12/1993,9.3258,BPN online map 2019,,0,,0,0,9.318057222,2162.983182,93117.12271,Yantje Manguwal,,no data,,Banggai,
5551,Central Sulawesi,HGU,02/HGU-BH/BPN-BGI/97-98 date 12/19/1997,21.53,BPN online map 2019,,0,,0,0,21.51005736,2124.999128,214954.1051,PT Arona Teluk Tomini,,no data,,Banggai,
5552,Central Sulawesi,HGU,14-310.2.4-5.2-2007 date 05/28/2007,30.0811,BPN online map 2019,,0,,0,0,30.70635139,2445.244142,306854.425,PT Arona Teluk Tomini,,no data,,Banggai,
5553,Central Sulawesi,HGU,11/HGU/BGI-11/1993 date 01/12/1993,9.3258,BPN online map 2019,,0,,0,0,8.350489122,1527.732132,83448.03018,Yantje Manguwal,,no data,,Banggai,
5554,Central Sulawesi,HGU,14/HGU/BGI-14/1993 date 01/12/1993,10.9941,BPN online map 2019,,0,,0,0,10.98487056,2302.514471,109773.9063,Mirwan Mallo,,no data,,Banggai,
5555,Central Sulawesi,HGU,,0,BPN online map 2019,,0,,0,0,113.8088077,7042.653735,1137313.118,PT Kurnia Luwuk Sejati,,Palm oil,,Banggai,
5556,Central Sulawesi,HGU,05/HGU-BH/BPN-BGI/97-98 date 12/22/1997,90.45,BPN online map 2019,,0,,0,0,87.41980938,5715.728005,873602.8255,PT Arona Teluk Tomini,,no data,,Banggai,
5557,Central Sulawesi,HGU,03/HGU/BPN/BGI-03/1993 date 01/12/1993,17.891,BPN online map 2019,,0,,0,0,17.87472383,2072.912239,178625.5238,Woldaf Kaolang,,no data,,Banggai,
5558,Central Sulawesi,HGU,,0,BPN online map 2019,,0,,0,0,135.9431286,6120.613635,1358505.607,PT Kurnia Luwuk Sejati,,Palm oil,,Banggai,
5559,Central Sulawesi,HGU,04/HGU/BPN-72/2014 date 07/14/2014,131.0789,BPN online map 2019,,0,,0,0,131.0259668,6111.216724,1309367.472,PT Karunia Alam makmur,,Palm oil,,Morowali Utara,
5560,Central Sulawesi,HGU,57/HGU/BPN RI/2014 date 03/12/2014,839.011,BPN online map 2019,,0,,0,0,841.0185085,14888.86106,8404458.332,PT Karunia Alam makmur,,Palm oil,,Morowali Utara,
5561,Central Sulawesi,HGU,04/HGU/BPN-72/2014 date 07/14/2014,180.8168,BPN online map 2019,,0,,0,0,180.7492854,6287.365583,1806262.077,PT Karunia Alam makmur,,Palm oil,,Morowali Utara,
5562,Central Sulawesi,HGU,04/HGU/BPN-72/2014 date 07/14/2014,165.2286,BPN online map 2019,,0,,0,0,165.1632063,5255.38826,1650507.416,PT Karunia Alam makmur,,Palm oil,,Morowali Utara,
5563,Central Sulawesi,HGU,57/HGU/BPN RI/2014 date 03/12/2014,335.8368,BPN online map 2019,,0,,0,0,335.7027107,10679.6364,3354741.204,PT Karunia Alam makmur,,Palm oil,,Morowali Utara,
5564,Central Sulawesi,HGU,01/HGU/BPN-72/2014 date 03/14/2014,158.1568,BPN online map 2019,,0,,0,0,158.093006,7675.043482,1579853.557,PT Karunia Alam makmur,,Palm oil,,Morowali Utara,
5565,Central Sulawesi,HGU,04/HGU/BPN-72/2014 date 07/14/2014,64.7897,BPN online map 2019,,0,,0,0,64.76600916,3298.415889,647219.08,PT Karunia Alam makmur,,Palm oil,,Morowali Utara,
5566,Central Sulawesi,HGU,57/HGU/BPN RI/2014 date 03/12/2014,1186.9573,BPN online map 2019,,0,,0,0,1186.531616,22252.03747,11857236.71,PT Karunia Alam makmur,,Palm oil,,Morowali Utara,
5567,Central Sulawesi,HGU,04/HGU/BPN-72/2014 date 07/14/2014,172.7667,BPN online map 2019,,0,,0,0,172.7013476,7143.041381,1725837.5,PT Karunia Alam makmur,,Palm oil,,Morowali Utara,
5568,Central Sulawesi,HGU,04/HGU/BPN-72/2014 date 07/14/2014,152.0776,BPN online map 2019,,0,,0,0,152.0214829,5357.990029,1519179.668,PT Karunia Alam makmur,,Palm oil,,Morowali Utara,
5569,Central Sulawesi,HGU,01/HGU/BPN-72/2014 date 03/14/2014,12.7484,BPN online map 2019,,0,,0,0,12.74335226,1714.845037,127346.7492,PT Karunia Alam makmur,,Palm oil,,Morowali Utara,
5570,Central Sulawesi,HGU,01/HGU/BPN-72/2014 date 03/14/2014,109.2054,BPN online map 2019,,0,,0,0,109.1627676,4642.069891,1090884.353,PT Karunia Alam makmur,,Palm oil,,Morowali Utara,
5571,Central Sulawesi,HGU,04/HGU/BPN-72/2014 date 07/14/2014,45.0739,BPN online map 2019,,0,,0,0,45.05535015,3018.68076,450246.7059,PT Karunia Alam makmur,,Palm oil,,Morowali Utara,
5572,Central Sulawesi,HGU,04/HGU/BPN-72/2014 date 07/14/2014,160.0394,BPN online map 2019,,0,,0,0,159.9775708,6423.765997,1598686.371,PT Karunia Alam makmur,,Palm oil,,Morowali Utara,
5573,Central Sulawesi,HGU,04/HGU/BPN-72/2014 date 07/14/2014,164.291,BPN online map 2019,,0,,0,0,164.2278818,8013.176954,1641160.54,PT Karunia Alam makmur,,Palm oil,,Morowali Utara,
5574,Central Sulawesi,HGU,04/HGU/BPN-72/2014 date 07/14/2014,167.7137,BPN online map 2019,,0,,0,0,167.6479462,7180.018851,1675337.896,PT Karunia Alam makmur,,Palm oil,,Morowali Utara,
5575,Central Sulawesi,HGU,57/HGU/BPN RI/2014 date 03/12/2014,412.1299,BPN online map 2019,,0,,0,0,419.4703785,10530.29577,4191847.483,PT Karunia Alam makmur,,Palm oil,,Morowali Utara,
5576,Central Sulawesi,HGU,01/HGU/BPN-72/2014 date 03/14/2014,42.85,BPN online map 2019,,0,,0,0,42.83388058,4579.778075,428047.1368,PT Karunia Alam makmur,,Palm oil,,Morowali Utara,
5577,Central Sulawesi,HGU,04/HGU/BPN-72/2014 date 07/14/2014,189.1419,BPN online map 2019,,0,,0,0,189.0651669,7550.649768,1889364.267,PT Karunia Alam makmur,,Palm oil,,Morowali Utara,
5578,Central Sulawesi,HGU,01/HGU/BPN-72/2014 date 03/14/2014,159.9659,BPN online map 2019,,0,,0,0,159.9092334,5970.706085,1598003.463,PT Karunia Alam makmur,,Palm oil,,Morowali Utara,
5579,Central Sulawesi,HGU,57/HGU/BPN RI/2014 date 03/12/2014,650.7493,BPN online map 2019,,0,,0,0,650.499776,20070.95219,6500568.308,PT Karunia Alam makmur,,Palm oil,,Morowali Utara,
5580,Central Sulawesi,HGU,01/HGU/BPN-72/2014 date 03/14/2014,137.2152,BPN online map 2019,,0,,0,0,137.1643044,6108.610958,1370709.051,PT Karunia Alam makmur,,Palm oil,,Morowali Utara,
5581,Central Sulawesi,HGU,01/HGU/BPN-72/2014 date 03/14/2014,150.2868,BPN online map 2019,,0,,0,0,150.2297305,6921.110458,1501274.345,PT Karunia Alam makmur,,Palm oil,,Morowali Utara,
5582,Central Sulawesi,HGU,01/HGU/BH/BPN-PSO/2000 date 06/13/2000,90,BPN online map 2019,,0,,0,0,104.0424743,4651.427295,1039716.285,PT Sinergi Perkebunan Nusantara,,Palm oil,,Morowali Utara,
5583,Central Sulawesi,HGU,21-HGU-BPN RI/2009 date 01/27/2009,1007,BPN online map 2019,,0,,0,0,1020.395958,21906.57247,10197011.39,PT Sinergi Perkebunan Nusantara,,Palm oil,,Morowali Utara,
5584,Central Sulawesi,HGU,23-HGU-BPN RI/2009 date 01/27/2009,1738,BPN online map 2019,,0,,0,0,1863.480898,30778.78759,18622119.97,PT Sinergi Perkebunan Nusantara,,Palm oil,,Morowali Utara,
5585,Central Sulawesi,HGU,no data,0,BPN online map 2019,,0,,0,0,743.7440926,20399.3321,7432376.545,PT Sinergi Perkebunan Nusantara,,Palm oil,,Morowali Utara,
5586,Central Sulawesi,HGU,25-HGU-BPN RI/2009 date 01/27/2009,2089,BPN online map 2019,,0,,0,0,2227.730098,34513.90167,22262131.68,PT Sinergi Perkebunan Nusantara,,Palm oil,,Morowali Utara,
5587,Central Sulawesi,HGU,26-HGU-BPN RI/2009 date 01/27/2009,1370,BPN online map 2019,,0,,0,0,1350.744393,35133.35214,13498246.3,PT Sinergi Perkebunan Nusantara,,Palm oil,,Morowali Utara,
5588,Central Sulawesi,HGU,no data,0,BPN online map 2019,,0,,0,0,1094.9035,19238.70117,10941579.47,PT Sinergi Perkebunan Nusantara,,Palm oil,,Morowali Utara,
5589,Central Sulawesi,HGU,no data,0,BPN online map 2019,,0,,0,0,4.445836737,11145.71767,44428.09431,PT Sinergi Perkebunan Nusantara,,Palm oil,,Morowali Utara,
5590,Central Sulawesi,HGU,,0,BPN online map 2019,,0,,0,0,275.084995,12630.63557,2748976.813,PT Sinergi Perkebunan Nusantara,,Palm oil,,Morowali Utara,
5591,Central Sulawesi,HGU,no data,0,BPN online map 2019,,0,,0,0,100.6873,11788.84283,1006187.389,PT Sinergi Perkebunan Nusantara,,Palm oil,,Morowali Utara,
5592,Central Sulawesi,HGU,no data,0,BPN online map 2019,,0,,0,0,648.7740561,12407.88342,6483322.86,PT Sinergi Perkebunan Nusantara,,Palm oil,,Morowali Utara,
5593,Central Sulawesi,HGU,20-HGU-BPN RI/2009 date 01/27/2009,18950000,BPN online map 2019,,0,,0,0,1871.317969,20373.60598,18700437.31,PT Sinergi Perkebunan Nusantara,,Palm oil,,Morowali Utara,
5594,Central Sulawesi,HGU,no data,0,BPN online map 2019,,0,,0,0,23.03620609,20981.96674,230205.2003,PT Sinergi Perkebunan Nusantara,,Palm oil,,Morowali Utara,
5595,Central Sulawesi,HGU,no data,0,BPN online map 2019,,0,,0,0,62.18335647,3918.000385,621410.1392,PT Sinergi Perkebunan Nusantara,,Palm oil,,Morowali Utara,
5596,Central Sulawesi,HGU,19-HGU-BPN RI/2009 date 01/27/2009,1123,BPN online map 2019,,0,,0,0,1171.74387,20695.19177,11709459.94,PT Sinergi Perkebunan Nusantara,,Palm oil,,Morowali Utara,
5597,Central Sulawesi,HGU,no data,0,BPN online map 2019,,0,,0,0,855.6051152,25949.16611,8550225.075,PT Sinergi Perkebunan Nusantara,,Palm oil,,Morowali Utara,
5598,Central Sulawesi,HGU,no data,0,BPN online map 2019,,0,,0,0,453.9947049,11406.84732,4536855.66,PT Sinergi Perkebunan Nusantara,,Palm oil,,Morowali Utara,
5599,Central Sulawesi,HGU,no data,0,BPN online map 2019,,0,,0,0,490.5474466,19932.27096,4902134.179,PT Sinergi Perkebunan Nusantara,,Palm oil,,Morowali Utara,
5600,Central Sulawesi,Location Permit,,0,Palm Oil Plantation Location Permit Map â Central Sulawesi,,21289,188.45/SK.098/Umum/2007,0,0,13705.01274,123588.7045,136956805.7,PT Rimbunan Alam Sentosa 1,,Palm oil,Jardine Matheson/Astra Agro Lestari,Morowali Utara,
5601,Central Sulawesi,Location Permit,,0,Palm Oil Plantation Location Permit Map â Central Sulawesi,,21289,188.45/SK.098/Umum/2007,0,0,6.834109704,1342.193056,68294.56149,PT Rimbunan Alam Sentosa 1,,Palm oil,Jardine Matheson/Astra Agro Lestari,Morowali Utara,
5602,Central Sulawesi,Location Permit,,0,Palm Oil Plantation Location Permit Map â Central Sulawesi,,21289,188.45/SK.098/Umum/2007,0,0,57.07294144,8440.883233,570340.7873,PT Rimbunan Alam Sentosa 1,,Palm oil,Jardine Matheson/Astra Agro Lestari,Morowali Utara,
5603,Central Sulawesi,HGU,06/HGU/BPN-72/2016 date 11/02/2016,16.91,BPN online map 2019,,0,,0,0,16.92382975,2436.087192,169123.058,PT Kirana Sinar Gemilang,,Palm oil,Wijaya Family/Tsani Hutani Abadi,Morowali Utara,
5604,Central Sulawesi,HGU,44/HGU/KEM-ATR/BPN/2016 date 08/10/2016,469.6,BPN online map 2019,,0,188.45/SK.098/Umum/2007,15000,0,469.9131844,14180.17961,4695932.062,PT Cipta Agro Nusantara,,Palm oil,Jardine Matheson/Astra Agro Lestari,Morowali Utara,
5605,Central Sulawesi,HGU,07/HGU/BPN-72/2016 date 11/02/2016,14.04,BPN online map 2019,,0,,0,0,14.05447776,2128.472651,140449.0764,PT Kirana Sinar Gemilang,,Palm oil,Wijaya Family/Tsani Hutani Abadi,Morowali Utara,
5606,Central Sulawesi,HGU,44/HGU/KEM-ATR/BPN/2016 date 08/10/2016,449.7,BPN online map 2019,,0,188.45/SK.098/Umum/2007,15000,0,449.9380037,14154.66676,4496316.271,PT Cipta Agro Nusantara,,Palm oil,Jardine Matheson/Astra Agro Lestari,Morowali Utara,
5607,Central Sulawesi,HGU,08/HGU/BPN-72/2016 date 11/02/2016,32.09,BPN online map 2019,,0,,0,0,32.11763656,3537.498838,320957.6668,PT Kirana Sinar Gemilang,,Palm oil,Wijaya Family/Tsani Hutani Abadi,Morowali Utara,
5608,Central Sulawesi,HGU,04/HGU/BPN-72/2016 date 11/02/2016,25.68,BPN online map 2019,,0,,0,0,25.68270133,5786.638328,256652.1319,PT Kirana Sinar Gemilang,,Palm oil,Wijaya Family/Tsani Hutani Abadi,Morowali Utara,
5609,Central Sulawesi,HGU,41/HGU/KEM-ATR/BPN/2017 date 03/21/2017,292.2,BPN online map 2019,,0,,0,0,292.3718028,10271.98432,2921727.179,Koperasi Sumber Sejahtera,,Palm oil,,Morowali Utara,
5610,Central Sulawesi,HGU,05/HGU/BPN-72/2016 date 11/02/2016,86.81,BPN online map 2019,,0,,0,0,86.86352852,5254.070022,868043.8049,PT Kirana Sinar Gemilang,,Palm oil,Wijaya Family/Tsani Hutani Abadi,Morowali Utara,
5611,Central Sulawesi,HGU,44/HGU/KEM-ATR/BPN/2016 date 08/10/2016,326.1,BPN online map 2019,,0,188.45/SK.098/Umum/2007,15000,0,326.3171019,21281.8425,3260949.026,PT Cipta Agro Nusantara,,Palm oil,Jardine Matheson/Astra Agro Lestari,Morowali Utara,
5612,Central Sulawesi,HGU,40/HGU/DA/88 date 06/01/1988,2509.7768,BPN online map 2019,,0,,0,0,2506.963626,25851.62028,25052565.58,PT Perkebunan Nusantara XIV,,Palm oil,Perkebunan Nusantara,Morowali Utara,
5613,Central Sulawesi,HGU,62/HGU/BPN RI/2010 date 10/04/2010,315.15,BPN online map 2019,,0,,0,0,315.5180318,9494.926169,3153031.859,PT Cahaya Idola Tunggal Rona Alam,,Palm oil,,Morowali,
5614,Central Sulawesi,HGU,62/HGU/BPN RI/2010 date 10/04/2010,3647.21,BPN online map 2019,,0,,0,0,3648.8471,38683.03768,36463624.89,PT Cahaya Idola Tunggal Rona Alam,,Palm oil,,Morowali,
5615,Central Sulawesi,HGU,62/HGU/BPN RI/2010 date 10/04/2010,132.78,BPN online map 2019,,0,,0,0,132.9922991,5165.733035,1329017.405,PT Cahaya Idola Tunggal Rona Alam,,Palm oil,,Morowali,
5616,Central Sulawesi,HGU,62/HGU/BPN RI/2010 date 10/04/2010,908.38,BPN online map 2019,,0,,0,0,927.7589712,16214.08629,9271272.317,PT Cahaya Idola Tunggal Rona Alam,,Palm oil,,Morowali,
5617,Central Sulawesi,HGU,62/HGU/BPN RI/2010 date 10/04/2010,159.94,BPN online map 2019,,0,,0,0,160.0647394,6341.304323,1599557.464,PT Cahaya Idola Tunggal Rona Alam,,Palm oil,,Morowali,
5618,Central Sulawesi,HGU,62/HGU/BPN RI/2010 date 10/04/2010,298.61,BPN online map 2019,,0,,0,0,298.834559,8455.655331,2986310.734,PT Cahaya Idola Tunggal Rona Alam,,Palm oil,,Morowali,
5619,Central Sulawesi,HGU,62/HGU/BPN RI/2010 date 10/04/2010,850.05,BPN online map 2019,,0,,0,0,850.6937746,27314.76341,8501145.111,PT Cahaya Idola Tunggal Rona Alam,,Palm oil,,Morowali,
5620,Central Sulawesi,HGU,62/HGU/BPN RI/2010 date 10/04/2010,238.66,BPN online map 2019,,0,,0,0,238.8272588,7595.412997,2386646.34,PT Cahaya Idola Tunggal Rona Alam,,Palm oil,,Morowali,
5621,Central Sulawesi,HGU,62/HGU/BPN RI/2010 date 10/04/2010,473.24,BPN online map 2019,,0,,0,0,473.5513885,12717.15492,4732289.328,PT Cahaya Idola Tunggal Rona Alam,,Palm oil,,Morowali,
5622,Central Sulawesi,HGU,06/HGU/1989 date 07/15/1989,2692,BPN online map 2019,,0,,0,0,2528.081598,22414.55477,25263601.5,PT Tamaco Graha Krida,,Palm oil,Sime Darby,Morowali,
5623,Central Sulawesi,HGU,06/HGU/1989 date 07/15/1989,610,BPN online map 2019,,0,,0,0,610.9760234,10432.4374,6105599.911,PT Tamaco Graha Krida,,Palm oil,Sime Darby,Morowali,
5624,Central Sulawesi,HGU,62/HGU/BPN RI/2010 date 10/04/2010,1694.7,BPN online map 2019,,0,,0,0,1695.892452,40333.76484,16947376.67,PT Cahaya Idola Tunggal Rona Alam,,Palm oil,,Morowali,
5625,Central Sulawesi,HGU,62/HGU/BPN RI/2010 date 10/04/2010,352.55,BPN online map 2019,,0,,0,0,352.8610683,8254.473683,3526207.944,PT Cahaya Idola Tunggal Rona Alam,,Palm oil,,Morowali,
5626,Central Sulawesi,HGU,06/HGU/1989 date 07/15/1989,843,BPN online map 2019,,0,,0,0,795.4139629,14165.80811,7948723.411,PT Tamaco Graha Krida,,Palm oil,Sime Darby,Morowali,
5627,South Sulawesi,HGU,,0,BPN online map 2019,,0,,0,0,496.3111297,12696.46567,4959731.762,PT Perkebunan Nusantara XIV,,Palm oil,Perkebunan Nusantara,Luwu Timur,
5628,South Sulawesi,HGU,22/HGU/1992 date 01/04/1992,200,BPN online map 2019,,0,,0,0,200.2015173,6807.398322,2000651.94,PT Tansa Trisna,,no data,,Luwu Timur,
5629,South Sulawesi,HGU,67/HGU/BPN/95 date 11/01/1996,459,BPN online map 2019,,0,,0,0,459.3308112,12462.90185,4590180.388,PT Perkebunan Nusantara XIV,,Palm oil,Perkebunan Nusantara,Luwu Timur,
5630,South Sulawesi,HGU,03/HGU/1987 date 04/22/1987,3509.8,BPN online map 2019,,0,,0,0,3511.897174,37116.82267,35095058.16,PT Sinar Indonesia Merdeka,,Palm oil,,Luwu Timur,
5631,South Sulawesi,HGU,67/HGU/BPN/95 date 11/01/1995,814,BPN online map 2019,,0,,0,0,814.5373059,16554.4572,8139826.625,PT Perkebunan Nusantara XIV,,Palm oil,Perkebunan Nusantara,Luwu Timur,
5632,South Sulawesi,HGU,67/HGU/BPN/95 date 11/01/1995,1448,BPN online map 2019,,0,,0,0,1449.179469,21742.50425,14481926.78,PT Perkebunan Nusantara XIV,,Palm oil,Perkebunan Nusantara,Luwu Timur,
5633,South Sulawesi,HGU,30/HGU/DA/75 date 08/27/1975,1500,BPN online map 2019,,0,,0,0,1247.602282,21108.39787,12467527.51,PT Jaya Buana Raya Trading COY,,no data,,Luwu Timur,
5634,South Sulawesi,HGU,67/HGU/BPN/95 date 11/01/1995,550,BPN online map 2019,,0,,0,0,541.0060073,11143.90635,5406376.197,PT Perkebunan Nusantara XIV,,Palm oil,Perkebunan Nusantara,Luwu Timur,
5635,South Sulawesi,HGU,02/53-08/HGU/II/94 date 05/04/1994,99.0221,BPN online map 2019,,0,,0,0,99.01837407,6552.569529,989509.4942,PT Haji La Tunrung Malili Shrimp,,Palm oil,,Luwu Timur,
5636,South Sulawesi,HGU,540/16/01/53-08/97 date 06/09/1997,119.9748,BPN online map 2019,,0,,0,0,122.7826698,5018.938121,1226990.634,PT Haji La Tunrung Udang Windu,,Palm oil,,Luwu Timur,
5637,South Sulawesi,HGU,15/HGU/1989 date 11/25/1989,999.98,BPN online map 2019,,0,,0,0,903.9627905,19102.7964,9033472.545,PT Haji La Tunrung Cocoa Plantation,,Palm oil,,Luwu Timur,
5638,South Sulawesi,HGU,67/HGU/BPN/95 date 11/01/1995,516,BPN online map 2019,,0,,0,0,516.3700458,10472.95661,5160184.336,PT Perkebunan Nusantara XIV,,Palm oil,Perkebunan Nusantara,Luwu Timur,
5639,South Sulawesi,HGU,no data,0,BPN online map 2019,,0,,0,0,6.005088517,1052.698461,60009.99469,PT Perkebunan Nusantara XIV,,Palm oil,Perkebunan Nusantara,Luwu Timur,
5640,Central Sulawesi,HGU,3/HGU/BPN-72/2017 date 06/20/2017,115.764,BPN online map 2019,,0,,0,0,115.9690655,4678.495476,1158900.986,PT Ismul Azam,,Palm oil,,Morowali,
5641,Central Sulawesi,HGU,10/HGU/BPN-72/2016 date 11/25/2016,138.8,BPN online map 2019,,0,,0,0,139.0575161,5651.798748,1389628.276,PT Ismul Azam,,Palm oil,,Morowali,
5642,Central Sulawesi,HGU,2/HGU/BPN-72/2017 date 07/20/2017,96.76,BPN online map 2019,,0,,0,0,96.9419292,7152.371325,968759.1848,PT Ismul Azam,,Palm oil,,Morowali,
5643,Central Sulawesi,HGU,5/HGU/BPN-72/2017 date 06/20/2017,154.8,BPN online map 2019,,0,,0,0,155.1286465,5891.101105,1550230.147,PT Ismul Azam,,Palm oil,,Morowali,
5644,Central Sulawesi,HGU,9/HGU/BPN-72/2016 date 11/25/2016,106.871,BPN online map 2019,,0,,0,0,107.0582987,5657.239354,1069853.995,PT Ismul Azam,,Palm oil,,Morowali,
